"district","county","subcounty","parish","year","school_name","ownership","gender","p1","p2","p3","p4","p5","p6","p7","total","location_code","facility_id"
"Masindi","Bujenje","Bwijanga","Ntoma","2021","Ntooma Primary School","Government","Boys","53","70","79","85","33","37","36.0","393","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2021","Nyabubale Primary School","Government","Boys","11","9","8","11","13","3","2.0","57","D02S13P04","nyabubale-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2021","Nyabyeya Primary School","Government","Boys","121","130","149","122","100","83","45.0","750","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2021","Nyakarongo Primary School","Government","Boys","43","36","27","24","16","23","9.0","178","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2021","Nyakatoogo Primary School","Government","Boys","19","8","16","16","6","3","1.0","69","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2021","Nyakyanika Primary School","Government","Boys","38","72","83","60","34","34","32.0","353","D02S07P03","nyakyanika-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2021","Nyambindo Primary School","Government","Boys","135","76","68","87","26","27","16.0","435","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2021","Nyantonzi Primary School","Government","Boys","36","59","63","55","36","12","17.0","278","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2021","Rukondwa Primary School","Government","Boys","35","28","25","19","9","14","7.0","137","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Rwempisi","2021","Rwempisi Primary School","Government","Boys","29","84","39","41","9","19","13.0","234","D02S16P05","rwempisi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2021","Siiba Primary School","Government","Boys","45","21","39","44","26","28","15.0","218","D02S16P01","siiba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2021","St Pauls Primary School Pakanyi","Government","Boys","11","10","7","12","18","7","6.0","71","D02S05P02","st-pauls-primary-school-pakanyi_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2021","St Kizito Murro Primary School","Government","Boys","40","35","34","62","40","35","19.0","265","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2021","Waiga Primary School","Government","Boys","114","109","105","77","64","41","35.0","545","D02S05P02","waiga-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2021","Walyoba Primary School","Government","Boys","43","41","74","90","95","43","31.0","417","D02S07P03","walyoba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2021","Alimugonza Primary School","Government","Girls","131","102","78","101","78","36","12.0","538","D02S05P02","alimugonza-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2021","Bokwe Primary School","Government","Girls","118","61","76","56","36","39","30.0","416","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2021","Budongo Saw Mill Primary School","Government","Girls","23","11","8","7","18","14","7.0","88","D02S22P04","budongo-saw-mill-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2021","Bulima Primary School","Government","Girls","48","47","79","100","90","106","43.0","513","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Budongo","Bwinamira","2021","Bulyango Public Primary School","Government","Girls","47","48","61","64","57","36","14.0","327","D02S22P01","bulyango-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Byerima Primary School","Government","Girls","5","19","18","18","23","15","12.0","110","D02S13P03","byerima-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Ikoba Boys Primary School","Government","Girls","0","0","0","0","0","0","0.0","0","D02S12P01","ikoba-boys-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Ikoba Girls Primary School","Government","Girls","19","19","20","29","19","20","20.0","146","D02S12P01","ikoba-girls-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Isagara Primary School","Government","Girls","37","47","30","36","46","37","23.0","256","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Isimba Primary School","Government","Girls","22","23","29","15","33","30","11.0","163","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2021","Kabango Primary School","Government","Girls","107","137","157","182","150","121","42.0","896","D02S20P01","kabango-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2021","Kahaara Primary School","Government","Girls","38","26","23","22","18","15","10.0","152","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2021","Karongo Primary School","Government","Girls","82","81","81","94","69","25","30.0","462","D02S22P02","karongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2021","Karungi Primary School","Government","Girls","124","72","60","52","37","14","7.0","366","D02S05P02","karungi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2021","Kasenene Primary School","Government","Girls","112","104","108","52","54","27","12.0","469","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2021","Kasongoire Primary School","Government","Girls","31","28","38","42","39","31","12.0","221","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2021","Kayera Primary School","Government","Girls","21","19","14","3","14","7","10.0","88","D02S10P02","kayera-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kajura","2021","Kibali Primary School","Government","Girls","49","35","42","20","25","31","12.0","215","D02S16P02","kibali-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2021","Kibamba Primary School","Government","Girls","49","35","42","20","25","31","12.0","215","D02S05P04","kibamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2021","Kibibira Primary School","Government","Girls","86","42","40","37","28","15","8.0","256","D02S19P03","kibibira-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2021","Kichandi Primary School","Government","Girls","40","38","49","30","23","25","11.0","216","D02S12P03","kichandi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2021","Kigezi Primary School","Government","Girls","67","77","54","61","31","26","12.0","328","D02S03P04","kigezi-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2021","Kihagani Primary School","Government","Girls","12","11","9","4","5","6","8.0","55","D02S13P04","kihagani-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Kihoole Primary School","Government","Girls","16","19","15","24","22","14","7.0","117","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2021","Kiina Primary School","Government","Girls","24","30","26","22","20","31","20.0","173","D02S12P03","kiina-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2021","Kijogoro Primary School","Government","Girls","90","66","94","79","49","31","21.0","430","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2021","Kijunjubwa Primary School","Government","Girls","33","81","32","37","42","40","18.0","283","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Kikingura Primary School","Government","Girls","54","44","50","62","67","51","21.0","349","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2021","Kikuube Primary School","Government","Girls","16","18","23","28","33","35","16.0","169","D02S12P02","kikuube-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2021","Kilanyi Primary School","Government","Girls","60","31","29","33","20","25","17.0","215","D02S07P03","kilanyi-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2021","Kilanyi Muslim Primary School","Government","Girls","24","24","22","34","28","38","16.0","186","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2021","Kimanya Primary School","Government","Girls","34","50","31","52","45","15","14.0","241","D02S16P04","kimanya-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2021","Kimanya Upper Primary School","Government","Girls","58","43","45","37","48","26","7.0","264","D02S16P04","kimanya-upper-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2021","Kimengo Primary School","Government","Girls","28","18","20","19","18","36","17.0","156","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2021","Kinumi Primary School","Government","Girls","93","79","134","63","66","63","31.0","529","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2021","Kinuuma Primary School","Government","Girls","49","37","38","39","37","29","21.0","250","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kinyara Sugar Ltd","2021","Kinyara Sugar Works Primary School","Government","Girls","117","131","168","153","154","135","78.0","936","D02S20P02","kinyara-sugar-works-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2021","Kinywamurara Primary School","Government","Girls","23","26","29","30","21","13","","142","D02S12P02","kinywamurara-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Kisalizi Ward","2021","Kisalizi Primary School","Government","Girls","43","37","36","50","96","38","22.0","322","D02S17P02","kisalizi-primary-school_masindi"
"Masindi","Buruli","Kiruli","Katuugo","2021","Kisindizi II Primary School","Government","Girls","37","28","32","29","47","23","11.0","207","D02S19P02","kisindizi-ii-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2021","Kisindizi Public Primary School","Government","Girls","63","45","36","42","32","14","10.0","242","D02S05P04","kisindizi-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Kitamba Primary School","Government","Girls","81","77","78","77","70","69","13.0","465","D02S13P03","kitamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2021","Kitanyata Primary School","Government","Girls","81","77","78","77","70","69","13.0","465","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2021","Kitonozi Primary School","Government","Girls","52","46","36","34","29","32","22.0","251","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2021","Kitwetwe Primary School","Government","Girls","66","32","37","25","18","8","6.0","192","D02S03P04","kitwetwe-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2021","Kiyuya Primary School","Government","Girls","47","28","55","39","44","46","33.0","292","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2021","Kyabaswa Primary School","Government","Girls","42","39","46","29","20","28","18.0","222","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2021","Kyatiri Primary School","Government","Girls","152","113","131","120","94","65","31.0","706","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Marongo Ward","2021","Marongo Primary School","Government","Girls","27","27","30","23","26","26","23.0","182","D02S17P03","marongo-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Masindi Centre For The Handcapped","Government","Girls","23","6","6","21","10","9","10.0","85","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2021","Miduuma Primary School","Government","Girls","24","13","20","22","15","14","12.0","120","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Mihembero Primary School","Government","Girls","24","16","30","26","19","23","14.0","152","D02S13P03","mihembero-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Miramura Primary School","Government","Girls","37","29","33","32","22","16","3.0","172","D02S13P03","miramura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2021","Murro Primary School","Government","Girls","29","16","13","22","26","26","15.0","147","D02S13P02","murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2021","Ntooma Primary School","Government","Girls","42","41","72","90","45","57","17.0","364","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2021","Nyabubale Primary School","Government","Girls","20","11","6","6","9","1","1.0","54","D02S13P04","nyabubale-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2021","Nyabyeya Primary School","Government","Girls","140","127","125","155","94","96","27.0","764","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2021","Nyakarongo Primary School","Government","Girls","39","32","18","15","13","17","6.0","140","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2021","Nyakatoogo Primary School","Government","Girls","8","12","8","6","3","3","","40","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2021","Nyakyanika Primary School","Government","Girls","114","60","60","80","30","34","10.0","388","D02S07P03","nyakyanika-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2021","Nyambindo Primary School","Government","Girls","152","85","58","52","26","26","11.0","410","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2021","Nyantonzi Primary School","Government","Girls","30","40","65","64","37","16","11.0","263","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2021","Rukondwa Primary School","Government","Girls","34","15","13","15","15","14","7.0","113","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Rwempisi","2021","Rwempisi Primary School","Government","Girls","53","58","22","44","37","15","3.0","232","D02S16P05","rwempisi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2021","Siiba Primary School","Government","Girls","45","16","44","39","39","27","18.0","228","D02S16P01","siiba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2021","St Pauls Primary School Pakanyi","Government","Girls","14","11","14","13","13","11","5.0","81","D02S05P02","st-pauls-primary-school-pakanyi_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2021","St Kizito Murro Primary School","Government","Girls","30","28","33","55","38","47","16.0","247","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2021","Waiga Primary School","Government","Girls","115","86","101","109","56","38","15.0","520","D02S05P02","waiga-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2021","Walyoba Primary School","Government","Girls","30","45","63","74","58","58","28.0","356","D02S07P03","walyoba-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2022","Ikoba Boys Primary School","Government","Boys","26","16","16","12","18","9","10.0","107","D02S12P01","ikoba-boys-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2022","Alimugonza Primary School","Government","Boys","122","103","116","89","140","68","40.0","678","D02S05P02","alimugonza-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2022","Bokwe Primary School","Government","Boys","174","105","110","81","73","65","29.0","637","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2022","Budongo Saw Mill Primary School","Government","Boys","28","13","12","12","17","17","10.0","109","D02S22P04","budongo-saw-mill-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2022","Bulima Primary School","Government","Boys","69","85","82","58","74","84","51.0","503","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Budongo","Bwinamira","2022","Bulyango Public Primary School","Government","Boys","88","87","90","91","65","48","19.0","488","D02S22P01","bulyango-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2022","Byerima Primary School","Government","Boys","24","13","25","25","18","24","18.0","147","D02S13P03","byerima-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2022","Ikoba Girls Primary School","Government","Boys","0","0","0","0","0","0","0.0","0","D02S12P01","ikoba-girls-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2022","Isagara Primary School","Government","Boys","84","51","48","45","25","27","28.0","308","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2022","Isimba Primary School","Government","Boys","28","15","26","36","28","19","9.0","161","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2022","Kabango Primary School","Government","Boys","128","118","110","126","107","84","47.0","720","D02S20P01","kabango-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2022","Kahaara Primary School","Government","Boys","64","27","45","20","24","21","13.0","214","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2022","Karongo Primary School","Government","Boys","140","116","87","76","77","54","30.0","580","D02S22P02","karongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2022","Karungi Primary School","Government","Boys","102","64","45","52","57","49","21.0","390","D02S05P02","karungi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2022","Kasenene Primary School","Government","Boys","202","189","143","115","116","49","27.0","841","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2022","Kasongoire Primary School","Government","Boys","37","40","45","38","42","30","16.0","248","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2022","Kayera Primary School","Government","Boys","58","34","16","17","29","18","7.0","179","D02S10P02","kayera-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kajura","2022","Kibali Primary School","Government","Boys","63","57","44","30","46","20","8.0","268","D02S16P02","kibali-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2022","Kibamba Primary School","Government","Boys","71","59","60","58","44","22","25.0","339","D02S05P04","kibamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2022","Kibibira Primary School","Government","Boys","135","97","52","56","27","30","14.0","411","D02S19P03","kibibira-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2022","Kichandi Primary School","Government","Boys","62","37","41","42","39","23","15.0","259","D02S12P03","kichandi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2022","Kigezi Primary School","Government","Boys","110","68","70","73","52","33","20.0","426","D02S03P04","kigezi-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2022","Kihagani Primary School","Government","Boys","26","15","10","9","9","0","3.0","72","D02S13P04","kihagani-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2022","Kihoole Primary School","Government","Boys","37","19","19","19","14","7","7.0","113","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2022","Kiina Primary School","Government","Boys","70","42","48","54","64","22","31.0","331","D02S12P03","kiina-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2022","Kijogoro Primary School","Government","Boys","145","100","103","51","56","39","32.0","526","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2022","Kijunjubwa Primary School","Government","Boys","46","45","38","41","46","39","19.0","274","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2022","Kikingura Primary School","Government","Boys","89","90","99","112","86","61","42.0","579","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2022","Kikuube Primary School","Government","Boys","43","46","36","37","35","33","27.0","257","D02S12P02","kikuube-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2022","Kilanyi Primary School","Government","Boys","49","43","34","25","28","19","18.0","216","D02S07P03","kilanyi-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2022","Kilanyi Muslim Primary School","Government","Boys","64","29","45","34","38","39","20.0","269","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2022","Kimanya Primary School","Government","Boys","83","59","48","50","36","23","15.0","314","D02S16P04","kimanya-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2022","Kimanya Upper Primary school","Government","Boys","122","53","43","38","24","26","10.0","316","D02S16P04","kimanya-upper-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2022","Kimengo Primary School","Government","Boys","78","37","44","34","40","27","14.0","274","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2022","Kinuuma Primary School","Government","Boys","71","49","41","36","47","30","22.0","296","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2022","Kinumi Primary School","Government","Boys","125","108","77","77","53","29","40.0","509","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kinyara Sugar Ltd","2022","Kinyara Sugar Works Primary School","Government","Boys","127","123","141","130","135","105","80.0","841","D02S20P02","kinyara-sugar-works-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2022","Kinywamurara Primary School","Government","Boys","52","42","34","38","21","14","15.0","216","D02S12P02","kinywamurara-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Kisalizi Ward","2022","Kisalizi Primary School","Government","Boys","74","39","54","52","51","36","13.0","319","D02S17P02","kisalizi-primary-school_masindi"
"Masindi","Buruli","Kiruli","Katuugo","2022","Kisindizi II Primary School","Government","Boys","49","45","40","50","46","27","18.0","275","D02S19P02","kisindizi-ii-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2022","Kisindizi Public Primary School","Government","Boys","61","48","22","31","17","13","8.0","200","D02S05P04","kisindizi-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2022","Kitamba Primary School","Government","Boys","71","59","60","58","44","22","25.0","339","D02S13P03","kitamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2022","Kitanyata Primary School","Government","Boys","145","124","113","95","112","90","34.0","713","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2022","Kitonozi Primary School","Government","Boys","60","59","38","33","34","30","34.0","288","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2022","Kitwetwe Primary School","Government","Boys","105","45","45","36","16","15","7.0","269","D02S03P04","kitwetwe-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2022","Kiyuya Primary School","Government","Boys","56","21","33","34","28","37","44.0","253","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2022","Kyabaswa Primary School","Government","Boys","70","45","42","32","35","32","25.0","281","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Marongo Ward","2022","Marongo Primary School","Government","Boys","90","68","54","58","47","43","29.0","389","D02S17P03","marongo-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2022","Miduuma Primary School","Government","Boys","33","23","17","37","26","17","10.0","163","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2022","Mihembero Primary School","Government","Boys","46","37","40","33","30","36","30.0","252","D02S13P03","mihembero-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2022","Miramura Primary School","Government","Boys","71","41","30","23","37","21","12.0","235","D02S13P03","miramura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2022","Masindi Centre For The Handcapped","Government","Boys","36","4","10","10","14","16","2.0","92","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2022","Murro Primary School","Government","Boys","33","30","26","26","14","11","19.0","159","D02S13P02","murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2022","Ntooma Primary School","Government","Boys","79","82","89","90","79","54","26.0","499","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2022","Nyabubale Primary School","Government","Boys","26","14","14","2","4","3","1.0","7","D02S13P04","nyabubale-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2022","Nyabyeya Primary School","Government","Boys","153","112","106","130","100","98","43.0","742","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2022","Nyakarongo Primary School","Government","Boys","83","38","56","30","16","5","11.0","239","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2022","Nyakatoogo Primary School","Government","Boys","34","18","24","11","20","13","8.0","128","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2022","Nyakyanika Primary School","Government","Boys","89","64","85","65","50","37","21.0","411","D02S07P03","nyakyanika-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2022","Nyambindo Primary School","Government","Boys","163","97","68","66","31","16","12.0","453","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2022","Nyantonzi Primary School","Government","Boys","75","68","94","76","72","28","26.0","439","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2022","Rukondwa Primary School","Government","Boys","37","13","24","18","21","16","10.0","139","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Rwempisi","2022","Rwempisi Primary School","Government","Boys","132","75","58","50","27","10","11.0","363","D02S16P05","rwempisi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2022","Siiba Primary School","Government","Boys","56","35","32","20","34","19","14.0","210","D02S16P01","siiba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2022","St Marys Primary School Kyatiri","Government","Boys","219","149","140","159","142","79","56.0","944","D02S05P02","st-marys-primary-school-kyatiri_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2022","St Kizito Murro Primary School","Government","Boys","20","18","13","11","15","18","10.0","105","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2022","St Pauls Primary School Pakanyi","Government","Boys","91","33","52","27","46","22","19.0","290","D02S05P02","st-pauls-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2022","Waiga Primary School","Government","Boys","155","105","95","115","59","48","25.0","602","D02S05P02","waiga-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2022","Walyoba Primary School","Government","Boys","97","59","74","78","71","53","39.0","471","D02S07P03","walyoba-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2022","Ikoba Boys Primary School","Government","Girls","0","0","0","0","0","0","0.0","0","D02S12P01","ikoba-boys-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2022","Alimugonza Primary School","Government","Girls","120","100","107","109","120","53","45.0","654","D02S05P02","alimugonza-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2022","Bokwe Primary School","Government","Girls","166","103","102","89","86","43","39.0","628","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2022","Budongo Saw Mill Primary School","Government","Girls","20","19","14","8","18","10","10.0","99","D02S22P04","budongo-saw-mill-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2022","Bulima Primary School","Government","Girls","78","63","63","67","81","86","71.0","509","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Budongo","Bwinamira","2022","Bulyango Public Primary School","Government","Girls","87","87","85","89","75","49","24.0","496","D02S22P01","bulyango-public-primary-school_masindi"
