"district","county","subcounty","parish","year","school_name","ownership","gender","p1","p2","p3","p4","p5","p6","p7","total","location_code","facility_id"
"Masindi","Buruli","Miirya","Bigando","2014","Kahaara Primary School","Government","Boys","46","40","33","44","31","13","16.0","223","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2014","Karongo Primary School","Government","Boys","67","57","58","78","47","26","26.0","359","D02S22P02","karongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2014","Karungi Primary School","Government","Boys","74","46","45","89","45","17","10.0","326","D02S05P02","karungi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2014","Kasenene Primary School","Government","Boys","104","94","64","71","27","30","11.0","401","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2014","Kasongoire Primary School","Government","Boys","22","45","29","30","17","21","9.0","173","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2014","Kayera Primary School","Government","Boys","20","12","11","6","8","10","14.0","81","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2014","Kibamba Primary School","Government","Boys","64","33","22","33","39","33","13.0","237","D02S05P04","kibamba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kajura","2014","Kibali Primary School","Government","Boys","35","30","35","31","25","16","13.0","185","D02S16P02","kibali-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2014","Kibibira Primary School","Government","Boys","115","42","68","48","15","20","11.0","319","D02S19P03","kibibira-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2014","Kichandi Primary School","Government","Boys","21","18","21","26","29","17","7.0","139","D02S12P03","kichandi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2014","Kigezi Primary School","Government","Boys","55","54","47","63","50","25","11.0","305","D02S03P04","kigezi-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2014","Kihagani Primary School","Government","Boys","15","7","5","4","6","4","2.0","43","D02S13P04","kihagani-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2014","Kihoole Primary School","Government","Boys","4","6","8","15","11","7","11.0","62","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2014","Kiina Primary School","Government","Boys","40","20","32","22","28","30","7.0","179","D02S12P03","kiina-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2014","Kijogoro Primary School","Government","Boys","38","29","28","30","18","11","10.0","164","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2014","Kijunjubwa Primary School","Government","Boys","23","28","30","43","24","18","14.0","180","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Kikingura Primary School","Government","Boys","36","44","64","74","53","45","23.0","339","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2014","Kikuube Primary School","Government","Boys","25","27","11","25","16","16","7.0","127","D02S12P02","kikuube-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2014","Kilanyi Primary School","Government","Boys","33","23","29","38","39","16","18.0","196","D02S07P03","kilanyi-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2014","Kilanyi Muslim Primary School","Government","Boys","26","28","19","23","23","18","14.0","151","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2014","Kimanya Primary School","Government","Boys","48","40","38","42","28","11","13.0","220","D02S16P04","kimanya-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2014","Kimanya Upper Primary School","Government","Boys","58","56","47","49","50","37","8.0","305","D02S16P04","kimanya-upper-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2014","Kimengo Primary School","Government","Boys","44","34","27","20","23","21","15.0","184","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2014","Kinumi Primary School","Government","Boys","64","62","52","50","53","23","17.0","321","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2014","Kinuuma Primary School","Government","Boys","68","38","34","40","32","33","13.0","258","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kinyara Sugar Ltd","2014","Kinyara Sugar Works Primary School","Government","Boys","143","136","158","168","143","175","76.0","999","D02S20P02","kinyara-sugar-works-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2014","Kinywamurara Primary School","Government","Boys","41","26","33","33","34","23","12.0","202","D02S12P02","kinywamurara-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Kisalizi Ward","2014","Kisalizi Primary School","Government","Boys","45","38","55","27","35","15","12.0","227","D02S17P02","kisalizi-primary-school_masindi"
"Masindi","Buruli","Kiruli","Katuugo","2014","Kisindizi II Primary School","Government","Boys","32","34","45","18","38","14","8.0","189","D02S19P02","kisindizi-ii-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2014","Kisindizi Public Primary School","Government","Boys","53","28","44","44","28","36","12.0","245","D02S05P04","kisindizi-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Kitamba Primary School","Government","Boys","13","25","30","27","34","33","17.0","179","D02S13P03","kitamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2014","Kitanyata Primary School","Government","Boys","93","83","115","79","80","56","35.0","541","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2014","Kitonozi Primary School","Government","Boys","34","24","30","33","29","23","14.0","187","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2014","Kitwetwe Primary School","Government","Boys","85","58","51","47","28","27","15.0","311","D02S03P04","kitwetwe-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2014","Kiyuya Primary School","Government","Boys","50","45","47","54","63","31","21.0","311","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2014","Kyabaswa Primary School","Government","Boys","40","35","21","29","31","25","22.0","203","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2014","Kyatiri Primary School","Government","Boys","108","96","155","129","76","68","39.0","671","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Marongo Ward","2014","Marongo Primary School","Government","Boys","28","20","21","19","22","32","19.0","161","D02S17P03","marongo-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2014","Masindi Centre For The Handcapped","Government","Boys","7","11","7","5","4","0","0.0","34","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2014","Miduuma Primary School","Government","Boys","30","23","27","28","32","27","11.0","178","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Mihembero Primary School","Government","Boys","24","24","33","41","30","29","22.0","203","D02S13P03","mihembero-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Miramura Primary School","Government","Boys","23","21","13","24","21","22","10.0","134","D02S13P03","miramura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2014","Murro Primary School","Government","Boys","29","19","23","36","37","18","10.0","172","D02S13P02","murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2014","Ntooma Primary School","Government","Boys","45","45","45","101","69","58","31.0","394","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2014","Nyabubale Primary School","Government","Boys","15","10","11","17","3","3","2.0","61","D02S13P04","nyabubale-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2014","Nyabyeya Primary School","Government","Boys","65","71","94","111","63","49","18.0","471","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2014","Nyakarongo Primary School","Government","Boys","58","20","26","20","19","16","13.0","172","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2014","Nyakatoogo Primary School","Government","Boys","47","22","26","21","18","38","7.0","179","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2014","Nyakyanika Primary School","Government","Boys","49","44","46","52","42","42","17.0","292","D02S07P03","nyakyanika-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2014","Nyambindo Primary School","Government","Boys","37","50","53","36","37","30","12.0","255","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2014","Nyantonzi Primary School","Government","Boys","44","55","70","58","22","23","22.0","294","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2014","Rukondwa Primary School","Government","Boys","42","26","14","13","11","14","7.0","127","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Rwempisi","2014","Rwempisi Primary School","Government","Boys","34","36","56","42","39","29","12.0","248","D02S16P05","rwempisi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2014","Siiba Primary School","Government","Boys","40","30","28","41","43","7","15.0","204","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2014","St Kizito Murro Primary School","Government","Boys","17","17","20","9","8","10","9.0","90","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2014","St Pauls Primary School Pakanyi","Government","Boys","38","25","53","24","34","31","16.0","221","D02S05P02","st-pauls-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2014","Waiga Primary School","Government","Boys","81","64","52","97","41","46","27.0","408","D02S05P02","waiga-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2014","Walyoba Primary School","Government","Boys","48","40","44","93","84","72","25.0","406","D02S07P03","walyoba-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2014","Ikoba Boys Primary School","Government","Girls","0","0","0","0","0","0","0.0","0","D02S12P01","ikoba-boys-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2014","Alimugonza Primary School","Government","Girls","109","63","58","100","34","31","19.0","414","D02S05P02","alimugonza-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2014","Bokwe Primary School","Government","Girls","73","78","56","76","66","62","20.0","431","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2014","Budongo Saw Mill Primary School","Government","Girls","40","10","31","27","29","22","10.0","169","D02S22P04","budongo-saw-mill-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2014","Bulima Primary School","Government","Girls","55","49","74","66","35","42","19.0","340","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Budongo","Bwinamira","2014","Bulyango Public Primary School","Government","Girls","133","104","73","79","18","16","13.0","436","D02S22P01","bulyango-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Byerima Primary School","Government","Girls","22","25","26","35","22","25","14.0","169","D02S13P03","byerima-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2014","Ikoba Girls Primary School","Government","Girls","38","31","35","32","42","36","23.0","237","D02S12P01","ikoba-girls-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2014","Isagara Primary School","Government","Girls","55","63","40","44","42","39","24.0","307","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Isimba Primary School","Government","Girls","21","28","28","16","25","20","12.0","150","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2014","Kabango Primary School","Government","Girls","335","199","225","310","127","74","64.0","1334","D02S20P01","kabango-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2014","Kahaara Primary School","Government","Girls","31","32","32","34","38","35","18.0","220","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2014","Karongo Primary School","Government","Girls","67","60","85","54","54","29","14.0","363","D02S22P02","karongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2014","Karungi Primary School","Government","Girls","75","45","32","60","48","19","19.0","298","D02S05P02","karungi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2014","Kasenene Primary School","Government","Girls","105","86","51","90","33","22","12.0","399","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2014","Kasongoire Primary School","Government","Girls","31","41","31","45","28","24","6.0","206","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2014","Kayera Primary School","Government","Girls","23","19","9","15","14","7","14.0","101","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2014","Kibamba Primary School","Government","Girls","80","49","37","30","39","29","9.0","273","D02S05P04","kibamba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kajura","2014","Kibali Primary School","Government","Girls","30","25","30","20","25","17","11.0","158","D02S16P02","kibali-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2014","Kibibira Primary School","Government","Girls","94","56","52","46","17","6","6.0","277","D02S19P03","kibibira-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2014","Kichandi Primary School","Government","Girls","14","12","21","24","25","14","14.0","124","D02S12P03","kichandi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2014","Kigezi Primary School","Government","Girls","76","56","51","56","35","41","10.0","325","D02S03P04","kigezi-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2014","Kihagani Primary School","Government","Girls","14","11","7","7","1","9","7.0","56","D02S13P04","kihagani-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2014","Kihoole Primary School","Government","Girls","6","6","6","10","11","9","10.0","58","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2014","Kiina Primary School","Government","Girls","34","30","27","22","31","22","11.0","177","D02S12P03","kiina-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2014","Kijogoro Primary School","Government","Girls","39","33","31","24","10","7","5.0","149","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2014","Kijunjubwa Primary School","Government","Girls","7","19","19","23","27","19","7.0","121","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Kikingura Primary School","Government","Girls","50","47","59","48","44","31","26.0","305","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2014","Kikuube Primary School","Government","Girls","25","28","17","14","19","19","10.0","132","D02S12P02","kikuube-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2014","Kilanyi Primary School","Government","Girls","41","14","23","37","30","22","14.0","181","D02S07P03","kilanyi-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2014","Kilanyi Muslim Primary School","Government","Girls","32","12","20","27","33","19","19.0","162","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2014","Kimanya Primary School","Government","Girls","59","25","38","24","23","9","8.0","186","D02S16P04","kimanya-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2014","Kimanya Upper Primary School","Government","Girls","75","61","55","49","44","27","7.0","318","D02S16P04","kimanya-upper-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2014","Kimengo Primary School","Government","Girls","46","47","29","24","31","36","19.0","232","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2014","Kinumi Primary School","Government","Girls","71","64","50","50","45","48","24.0","352","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2014","Kinuuma Primary School","Government","Girls","44","34","32","35","37","24","18.0","224","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kinyara Sugar Ltd","2014","Kinyara Sugar Works Primary School","Government","Girls","111","141","182","182","148","130","65.0","959","D02S20P02","kinyara-sugar-works-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2014","Kinywamurara Primary School","Government","Girls","36","32","23","27","29","24","9.0","180","D02S12P02","kinywamurara-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Kisalizi Ward","2014","Kisalizi Primary School","Government","Girls","36","46","44","19","27","40","26.0","238","D02S17P02","kisalizi-primary-school_masindi"
"Masindi","Buruli","Kiruli","Katuugo","2014","Kisindizi II Primary School","Government","Girls","32","29","36","30","17","20","15.0","179","D02S19P02","kisindizi-ii-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2014","Kisindizi Public Primary School","Government","Girls","42","38","31","45","23","31","9.0","219","D02S05P04","kisindizi-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Kitamba Primary School","Government","Girls","26","31","24","22","38","29","12.0","182","D02S13P03","kitamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2014","Kitanyata Primary School","Government","Girls","105","68","96","80","109","61","24.0","543","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2014","Kitonozi Primary School","Government","Girls","35","37","32","24","30","24","17.0","199","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2014","Kitwetwe Primary School","Government","Girls","66","55","54","33","23","11","5.0","247","D02S03P04","kitwetwe-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2014","Kiyuya Primary School","Government","Girls","28","34","34","58","64","44","24.0","286","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2014","Kyabaswa Primary School","Government","Girls","48","29","32","25","28","17","12.0","191","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2014","Kyatiri Primary School","Government","Girls","110","117","142","118","63","53","36.0","639","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Marongo Ward","2014","Marongo Primary School","Government","Girls","15","13","18","35","21","35","16.0","153","D02S17P03","marongo-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2014","Masindi Centre For The Handcapped","Government","Girls","9","2","6","3","6","0","2.0","28","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2014","Miduuma Primary School","Government","Girls","20","28","23","27","18","26","9.0","151","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Mihembero Primary School","Government","Girls","21","30","20","33","26","26","21.0","177","D02S13P03","mihembero-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2014","Miramura Primary School","Government","Girls","18","20","18","20","24","8","0.0","108","D02S13P03","miramura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2014","Murro Primary School","Government","Girls","37","27","21","36","27","18","10.0","176","D02S13P02","murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2014","Ntooma Primary School","Government","Girls","45","37","44","69","86","80","24.0","385","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2014","Nyabubale Primary School","Government","Girls","8","10","8","22","0","5","2.0","55","D02S13P04","nyabubale-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2014","Nyabyeya Primary School","Government","Girls","70","72","118","59","57","46","22.0","444","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2014","Nyakarongo Primary School","Government","Girls","30","27","32","15","5","4","7.0","120","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2014","Nyakatoogo Primary School","Government","Girls","35","23","34","21","24","33","12.0","182","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2014","Nyakyanika Primary School","Government","Girls","47","43","42","56","35","18","27.0","268","D02S07P03","nyakyanika-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2014","Nyambindo Primary School","Government","Girls","68","55","52","42","33","38","7.0","295","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2014","Nyantonzi Primary School","Government","Girls","66","36","67","58","53","23","23.0","326","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2014","Rukondwa Primary School","Government","Girls","20","16","17","15","17","14","10.0","109","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Rwempisi","2014","Rwempisi Primary School","Government","Girls","24","34","55","43","22","15","6.0","199","D02S16P05","rwempisi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2014","Siiba Primary School","Government","Girls","41","30","39","17","38","20","2.0","187","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2014","St Kizito Murro Primary School","Government","Girls","17","15","17","21","20","20","19.0","129","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2014","St Pauls Primary School Pakanyi","Government","Girls","31","26","32","25","32","41","17.0","204","D02S05P02","st-pauls-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2014","Waiga Primary School","Government","Girls","78","59","34","80","48","23","6.0","328","D02S05P02","waiga-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2014","Walyoba Primary School","Government","Girls","39","20","35","73","82","75","25.0","349","D02S07P03","walyoba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","Alimugonza Primary School","Government","Boys","131","79","93","113","117","54","23.0","610","D02S05P02","alimugonza-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Boys","83","70","68","67","57","40","22.0","407","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Budongo Saw Mill Primary School","Government","Boys","25","8","13","26","15","21","13.0","121","D02S22P04","budongo-saw-mill-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Boys","73","73","77","108","80","65","40.0","516","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Budongo","Bwinamira","2020","Bulyango Public Primary School","Government","Boys","60","63","76","61","39","37","17.0","353","D02S22P01","bulyango-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Byerima Primary School","Government","Boys","14","17","32","28","28","43","9.0","171","D02S13P03","byerima-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Ikoba Boys Primary School","Government","Boys","14","20","24","10","16","11","15.0","110","D02S12P01","ikoba-boys-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Ikoba Girls Primary School","Government","Boys","0","0","0","0","0","0","0.0","0","D02S12P01","ikoba-girls-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Boys","52","30","42","35","36","36","20.0","251","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Boys","18","30","29","39","32","20","9.0","177","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Boys","144","101","192","174","79","80","42.0","812","D02S20P01","kabango-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Boys","50","29","35","33","25","16","19.0","207","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2020","Karongo Primary School","Government","Boys","78","68","135","89","56","35","19.0","480","D02S22P02","karongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","Karungi Primary School","Government","Boys","94","40","61","73","38","24","17.0","347","D02S05P02","karungi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2020","Kasenene Primary School","Government","Boys","110","188","208","188","54","33","15.0","796","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Boys","39","37","35","45","29","19","7.0","211","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Boys","32","13","25","13","3","4","8.0","98","D02S10P02","kayera-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kajura","2020","Kibali Primary School","Government","Boys","38","35","32","45","26","29","17.0","222","D02S16P02","kibali-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2020","Kibamba Primary School","Government","Boys","38","35","32","45","26","29","17.0","222","D02S05P04","kibamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2020","Kibibira Primary School","Government","Boys","71","51","38","46","40","27","19.0","292","D02S19P03","kibibira-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kichandi Primary School","Government","Boys","34","36","47","30","21","22","8.0","198","D02S12P03","kichandi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kigezi Primary School","Government","Boys","74","68","34","61","53","25","15.0","330","D02S03P04","kigezi-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Kihagani Primary School","Government","Boys","15","7","12","4","4","2","3.0","47","D02S13P04","kihagani-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Kihoole Primary School","Government","Boys","15","18","16","15","16","10","6.0","96","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Boys","35","43","51","34","24","29","23.0","239","D02S12P03","kiina-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kijogoro Primary School","Government","Boys","86","66","89","64","42","26","19.0","392","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2020","Kijunjubwa Primary School","Government","Boys","41","38","41","48","39","31","20.0","258","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Boys","53","46","57","68","67","49","21.0","361","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2020","Kikuube Primary School","Government","Boys","28","30","22","57","39","33","14.0","223","D02S12P02","kikuube-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2020","Kilanyi Primary School","Government","Boys","54","36","33","35","29","15","21.0","223","D02S07P03","kilanyi-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2020","Kilanyi Muslim Primary School","Government","Boys","60","22","38","33","21","28","15.0","217","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2020","Kimanya Primary School","Government","Boys","29","36","49","41","36","30","16.0","237","D02S16P04","kimanya-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2020","Kimanya Upper Primary School","Government","Boys","64","61","19","29","37","28","19.0","257","D02S16P04","kimanya-upper-primary-school_masindi"
